Group,Project,Site,Country,WMO Code,Latitude,Longitude,Altitude,Type of Site,Source of Information,Sample Name,Media Type,Date,Begin of Period,End of Period,Comment,O18,O18 Provider,H2,H2 Provider,H3,H3 Error,H3 Provider,Precipitation,Air Temperature,Vapour Pressure
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199004","Water - Precipitation - rain","1990-04-15","1990-04-01","1990-04-30","","-5.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","152","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199005","Water - Precipitation - rain","1990-05-15","1990-05-01","1990-05-31","","-5.85","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","213","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199006","Water - Precipitation - rain","1990-06-15","1990-06-01","1990-06-30","","-5.85","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","205","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199007","Water - Precipitation - rain","1990-07-15","1990-07-01","1990-07-31","","-5.86","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","216","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199008","Water - Precipitation - rain","1990-08-15","1990-08-01","1990-08-31","","-5.02","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","181","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199009","Water - Precipitation - rain","1990-09-15","1990-09-01","1990-09-30","","-4.8","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","198","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199010","Water - Precipitation - rain","1990-10-15","1990-10-01","1990-10-31","","-3.14","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","68","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199011","Water - Precipitation - rain","1990-11-15","1990-11-01","1990-11-30","","-3.07","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","125","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199012","Water - Precipitation - rain","1990-12-15","1990-12-01","1990-12-31","","-3.2","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","173","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199101","Water - Precipitation - rain","1991-01-15","1991-01-01","1991-01-31","","-4.22","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","149","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199102","Water - Precipitation - rain","1991-02-15","1991-02-01","1991-02-28","","-4.95","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","121","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199103","Water - Precipitation - rain","1991-03-15","1991-03-01","1991-03-31","","-4.69","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","255","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199104","Water - Precipitation - rain","1991-04-15","1991-04-01","1991-04-30","","-4.01","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","252","7.5","8.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199105","Water - Precipitation - rain","1991-05-15","1991-05-01","1991-05-31","","-3.71","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","180","6.5","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199106","Water - Precipitation - rain","1991-06-15","1991-06-01","1991-06-30","","-3.98","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","91","4.5","7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199107","Water - Precipitation - rain","1991-07-15","1991-07-01","1991-07-31","","-4.62","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","272","5.1","7.2"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199108","Water - Precipitation - rain","1991-08-15","1991-08-01","1991-08-31","","-3.72","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","126","3.8","6.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199109","Water - Precipitation - rain","1991-09-15","1991-09-01","1991-09-30","","-5","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","101","4","6.6"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199110","Water - Precipitation - rain","1991-10-15","1991-10-01","1991-10-31","","-3.18","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","196","5.2","7.3"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199111","Water - Precipitation - rain","1991-11-15","1991-11-01","1991-11-30","","-3.38","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","147","6.1","7.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199112","Water - Precipitation - rain","1991-12-15","1991-12-01","1991-12-31","","-3.46","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","265","6.7","8.1"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199201","Water - Precipitation - rain","1992-01-15","1992-01-01","1992-01-31","","-3.32","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","175","7.2","8"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199202","Water - Precipitation - rain","1992-02-15","1992-02-01","1992-02-29","","-3.72","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","219","9.2","9.5"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199203","Water - Precipitation - rain","1992-03-15","1992-03-01","1992-03-31","","-6.07","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","251","12.3","11.7"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199204","Water - Precipitation - rain","1992-04-15","1992-04-01","1992-04-30","","-6.19","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","133","8.2","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199205","Water - Precipitation - rain","1992-05-15","1992-05-01","1992-05-31","","-6.58","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","181","5.4","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199206","Water - Precipitation - rain","1992-06-15","1992-06-01","1992-06-30","","-4.03","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","125","4.3","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199207","Water - Precipitation - rain","1992-07-15","1992-07-01","1992-07-31","","-5.67","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","125","4.3","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199208","Water - Precipitation - rain","1992-08-15","1992-08-01","1992-08-31","","-4.11","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","149","3.8","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199209","Water - Precipitation - rain","1992-09-15","1992-09-01","1992-09-30","","-5.35","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","163","3.6","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199210","Water - Precipitation - rain","1992-10-15","1992-10-01","1992-10-31","","-3.87","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","168","4.3","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199211","Water - Precipitation - rain","1992-11-15","1992-11-01","1992-11-30","","-3.25","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","94","6","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199212","Water - Precipitation - rain","1992-12-15","1992-12-01","1992-12-31","","-3.16","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","198","6.5","9.4"
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199301","Water - Precipitation - rain","1993-01-15","1993-01-01","1993-01-31","","-3.28","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","191","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199302","Water - Precipitation - rain","1993-02-15","1993-02-01","1993-02-28","","-3.75","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","177","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199303","Water - Precipitation - rain","1993-03-15","1993-03-01","1993-03-31","","-4.9","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","170","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199304","Water - Precipitation - rain","1993-04-15","1993-04-01","1993-04-30","","-4.14","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","125","",""
"GNIP","GNIP/M/ZA/02","MARION ISLAND (INDIAN O.)","ZA","6899400","-46.88","37.87","26","Precipitation collectors - unknown","[Partners: South African Weather Service; iThemba labs, Gauteng]","199305","Water - Precipitation - rain","1993-05-15","1993-05-01","1993-05-31","","-4.88","Schonland Research Centre for Nuclear Sciences, University of the Witwatersrand","","","","","","151","",""
